candidate_id,cv_or_group_key,class_pair,predicate_label,original_C_e,repair_role,support_score_proxy,upright_score_proxy,lying_score_proxy,pose_proxy_state
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::53->18::support_contact::3::lying_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::53->18::support_contact,decoration->fireplace,lying on,0,abstain_single_subtype_class_pair,0.611577,0.179249,0.892451,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::55->18::support_contact::5::standing_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::55->18::support_contact,plant->fireplace,standing on,1,abstain_single_subtype_class_pair,0.434029,0.285926,0.759338,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::55->18::support_contact::5::lying_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::55->18::support_contact,plant->fireplace,lying on,0,abstain_single_subtype_class_pair,0.434029,0.285926,0.759338,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::57->1::support_contact::6::standing_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::57->1::support_contact,bucket->floor,standing on,1,abstain_single_subtype_class_pair,0.860005,0.860429,0.197495,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::57->1::support_contact::6::lying_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::57->1::support_contact,bucket->floor,lying on,0,abstain_single_subtype_class_pair,0.860005,0.860429,0.197495,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::58->1::support_contact::7::lying_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::58->1::support_contact,item->floor,lying on,1,main_binary_mixed_class_pair,0.639288,0.820996,0.197417,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::58->1::support_contact::7::standing_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::58->1::support_contact,item->floor,standing on,0,main_binary_mixed_class_pair,0.639288,0.820996,0.197417,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::63->1::support_contact::3::standing_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::63->1::support_contact,item->floor,standing on,1,abstain_mixed_class_pair_overflow,0.512473,0.295888,0.73717,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::63->1::support_contact::3::lying_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::63->1::support_contact,item->floor,lying on,0,abstain_mixed_class_pair_overflow,0.512473,0.295888,0.73717,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::67->29::support_contact::5::lying_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::67->29::support_contact,item->commode,lying on,1,abstain_single_subtype_class_pair,0.844396,0.111812,0.932913,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::67->29::support_contact::5::standing_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::67->29::support_contact,item->commode,standing on,0,abstain_single_subtype_class_pair,0.844396,0.111812,0.932913,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::68->1::support_contact::3::standing_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::68->1::support_contact,plant->floor,standing on,1,abstain_single_subtype_class_pair,0.662891,0.359113,0.61742,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::68->1::support_contact::3::lying_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::68->1::support_contact,plant->floor,lying on,0,abstain_single_subtype_class_pair,0.662891,0.359113,0.61742,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::7->1::support_contact::0::standing_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::7->1::support_contact,lamp->floor,standing on,1,abstain_single_subtype_class_pair,0.468517,0.82501,0.194972,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::7->1::support_contact::0::lying_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::7->1::support_contact,lamp->floor,lying on,0,abstain_single_subtype_class_pair,0.468517,0.82501,0.194972,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::70->1::support_contact::4::standing_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::70->1::support_contact,plant->floor,standing on,1,abstain_single_subtype_class_pair,0.648333,0.360131,0.615726,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::70->1::support_contact::4::lying_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::70->1::support_contact,plant->floor,lying on,0,abstain_single_subtype_class_pair,0.648333,0.360131,0.615726,horizontal_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::71->1::support_contact::5::standing_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::71->1::support_contact,plant->floor,standing on,1,abstain_single_subtype_class_pair,0.656977,0.818079,0.227712,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::71->1::support_contact::5::lying_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::71->1::support_contact,plant->floor,lying on,0,abstain_single_subtype_class_pair,0.656977,0.818079,0.227712,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::73->1::support_contact::6::standing_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::73->1::support_contact,plant->floor,standing on,1,abstain_single_subtype_class_pair,0.626561,0.834328,0.196066,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::73->1::support_contact::6::lying_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::73->1::support_contact,plant->floor,lying on,0,abstain_single_subtype_class_pair,0.626561,0.834328,0.196066,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::74->1::support_contact::6::standing_on::0,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::74->1::support_contact,plant->floor,standing on,1,abstain_single_subtype_class_pair,0.53197,0.840032,0.194029,upright_like
official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::74->1::support_contact::6::lying_on::1,official_validation::280d8ebb-6cc6-2788-9153-98959a2da801::74->1::support_contact,plant->floor,lying on,0,abstain_single_subtype_class_pair,0.53197,0.840032,0.194029,upright_like
official_validation::2e369567-e133-204c-909a-c5da44bb58df::10->3::support_contact::6::lying_on::0,official_validation::2e369567-e133-204c-909a-c5da44bb58df::10->3::support_contact,cushion->couch,lying on,1,abstain_single_subtype_class_pair,0.309143,0.246022,0.852387,weak_support_evidence
official_validation::2e369567-e133-204c-909a-c5da44bb58df::10->3::support_contact::6::standing_on::1,official_validation::2e369567-e133-204c-909a-c5da44bb58df::10->3::support_contact,cushion->couch,standing on,0,abstain_single_subtype_class_pair,0.309143,0.246022,0.852387,weak_support_evidence
official_validation::2e369567-e133-204c-909a-c5da44bb58df::12->1::support_contact::0::standing_on::0,official_validation::2e369567-e133-204c-909a-c5da44bb58df::12->1::support_contact,ottoman->floor,standing on,1,abstain_single_subtype_class_pair,0.591458,0.475765,0.499531,ambiguous_pose
official_validation::2e369567-e133-204c-909a-c5da44bb58df::12->1::support_contact::0::lying_on::1,official_validation::2e369567-e133-204c-909a-c5da44bb58df::12->1::support_contact,ottoman->floor,lying on,0,abstain_single_subtype_class_pair,0.591458,0.475765,0.499531,ambiguous_pose
official_validation::2e369567-e133-204c-909a-c5da44bb58df::2->1::support_contact::1::standing_on::0,official_validation::2e369567-e133-204c-909a-c5da44bb58df::2->1::support_contact,couch->floor,standing on,1,abstain_single_subtype_class_pair,0.550306,0.491,0.486139,ambiguous_pose
official_validation::2e369567-e133-204c-909a-c5da44bb58df::2->1::support_contact::1::lying_on::1,official_validation::2e369567-e133-204c-909a-c5da44bb58df::2->1::support_contact,couch->floor,lying on,0,abstain_single_subtype_class_pair,0.550306,0.491,0.486139,ambiguous_pose
official_validation::2e369567-e133-204c-909a-c5da44bb58df::3->1::support_contact::2::standing_on::0,official_validation::2e369567-e133-204c-909a-c5da44bb58df::3->1::support_contact,couch->floor,standing on,1,abstain_single_subtype_class_pair,0.646008,0.379923,0.587015,horizontal_like
official_validation::2e369567-e133-204c-909a-c5da44bb58df::3->1::support_contact::2::lying_on::1,official_validation::2e369567-e133-204c-909a-c5da44bb58df::3->1::support_contact,couch->floor,lying on,0,abstain_single_subtype_class_pair,0.646008,0.379923,0.587015,horizontal_like
official_validation::2e369567-e133-204c-909a-c5da44bb58df::4->1::support_contact::3::standing_on::0,official_validation::2e369567-e133-204c-909a-c5da44bb58df::4->1::support_contact,armchair->floor,standing on,1,abstain_single_subtype_class_pair,0.439527,0.644677,0.357868,upright_like
official_validation::2e369567-e133-204c-909a-c5da44bb58df::4->1::support_contact::3::lying_on::1,official_validation::2e369567-e133-204c-909a-c5da44bb58df::4->1::support_contact,armchair->floor,lying on,0,abstain_single_subtype_class_pair,0.439527,0.644677,0.357868,upright_like
official_validation::2e369567-e133-204c-909a-c5da44bb58df::7->1::support_contact::4::standing_on::0,official_validation::2e369567-e133-204c-909a-c5da44bb58df::7->1::support_contact,tv stand->floor,standing on,1,abstain_single_subtype_class_pair,0.469576,0.69808,0.329023,upright_like
official_validation::2e369567-e133-204c-909a-c5da44bb58df::7->1::support_contact::4::lying_on::1,official_validation::2e369567-e133-204c-909a-c5da44bb58df::7->1::support_contact,tv stand->floor,lying on,0,abstain_single_subtype_class_pair,0.469576,0.69808,0.329023,upright_like
official_validation::2e369567-e133-204c-909a-c5da44bb58df::8->3::support_contact::5::lying_on::0,official_validation::2e369567-e133-204c-909a-c5da44bb58df::8->3::support_contact,cushion->couch,lying on,1,abstain_single_subtype_class_pair,0.303856,0.245724,0.852566,weak_support_evidence
official_validation::2e369567-e133-204c-909a-c5da44bb58df::8->3::support_contact::5::standing_on::1,official_validation::2e369567-e133-204c-909a-c5da44bb58df::8->3::support_contact,cushion->couch,standing on,0,abstain_single_subtype_class_pair,0.303856,0.245724,0.852566,weak_support_evidence
official_validation::321c867e-a5a8-2a84-851a-818df115be05::12->2::support_contact::2::standing_on::0,official_validation::321c867e-a5a8-2a84-851a-818df115be05::12->2::support_contact,clutter->kitchen counter,standing on,1,abstain_single_subtype_class_pair,0.163328,0.25292,0.841898,weak_support_evidence
official_validation::321c867e-a5a8-2a84-851a-818df115be05::12->2::support_contact::2::lying_on::1,official_validation::321c867e-a5a8-2a84-851a-818df115be05::12->2::support_contact,clutter->kitchen counter,lying on,0,abstain_single_subtype_class_pair,0.163328,0.25292,0.841898,weak_support_evidence
official_validation::321c867e-a5a8-2a84-851a-818df115be05::16->1::support_contact::3::lying_on::0,official_validation::321c867e-a5a8-2a84-851a-818df115be05::16->1::support_contact,garbage->floor,lying on,1,abstain_single_subtype_class_pair,0.448377,0.523487,0.45802,ambiguous_pose
official_validation::321c867e-a5a8-2a84-851a-818df115be05::16->1::support_contact::3::standing_on::1,official_validation::321c867e-a5a8-2a84-851a-818df115be05::16->1::support_contact,garbage->floor,standing on,0,abstain_single_subtype_class_pair,0.448377,0.523487,0.45802,ambiguous_pose
official_validation::321c867e-a5a8-2a84-851a-818df115be05::2->1::support_contact::0::standing_on::0,official_validation::321c867e-a5a8-2a84-851a-818df115be05::2->1::support_contact,kitchen counter->floor,standing on,1,abstain_single_subtype_class_pair,0.407483,0.235374,0.858728,horizontal_like
official_validation::321c867e-a5a8-2a84-851a-818df115be05::2->1::support_contact::0::lying_on::1,official_validation::321c867e-a5a8-2a84-851a-818df115be05::2->1::support_contact,kitchen counter->floor,lying on,0,abstain_single_subtype_class_pair,0.407483,0.235374,0.858728,horizontal_like
official_validation::321c867e-a5a8-2a84-851a-818df115be05::22->1::support_contact::5::standing_on::0,official_validation::321c867e-a5a8-2a84-851a-818df115be05::22->1::support_contact,doorframe->floor,standing on,1,abstain_single_subtype_class_pair,0.483018,0.787927,0.236755,upright_like
official_validation::321c867e-a5a8-2a84-851a-818df115be05::22->1::support_contact::5::lying_on::1,official_validation::321c867e-a5a8-2a84-851a-818df115be05::22->1::support_contact,doorframe->floor,lying on,0,abstain_single_subtype_class_pair,0.483018,0.787927,0.236755,upright_like
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::12->2::support_contact::2::standing_on::0,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::12->2::support_contact,clutter->kitchen counter,standing on,1,abstain_single_subtype_class_pair,0.235346,0.241115,0.855331,weak_support_evidence
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::12->2::support_contact::2::lying_on::1,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::12->2::support_contact,clutter->kitchen counter,lying on,0,abstain_single_subtype_class_pair,0.235346,0.241115,0.855331,weak_support_evidence
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::16->1::support_contact::3::lying_on::0,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::16->1::support_contact,garbage->floor,lying on,1,abstain_single_subtype_class_pair,0.865746,0.488338,0.488469,ambiguous_pose
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::16->1::support_contact::3::standing_on::1,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::16->1::support_contact,garbage->floor,standing on,0,abstain_single_subtype_class_pair,0.865746,0.488338,0.488469,ambiguous_pose
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::2->1::support_contact::0::standing_on::0,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::2->1::support_contact,kitchen counter->floor,standing on,1,abstain_single_subtype_class_pair,0.659919,0.251811,0.82454,horizontal_like
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::2->1::support_contact::0::lying_on::1,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::2->1::support_contact,kitchen counter->floor,lying on,0,abstain_single_subtype_class_pair,0.659919,0.251811,0.82454,horizontal_like
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::22->1::support_contact::6::standing_on::0,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::22->1::support_contact,doorframe->floor,standing on,1,abstain_single_subtype_class_pair,0.709927,0.7757,0.247637,upright_like
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::22->1::support_contact::6::lying_on::1,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::22->1::support_contact,doorframe->floor,lying on,0,abstain_single_subtype_class_pair,0.709927,0.7757,0.247637,upright_like
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::23->1::support_contact::5::lying_on::0,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::23->1::support_contact,object->floor,lying on,1,main_binary_mixed_class_pair,0.631928,0.813897,0.231452,upright_like
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::23->1::support_contact::5::standing_on::1,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::23->1::support_contact,object->floor,standing on,0,main_binary_mixed_class_pair,0.631928,0.813897,0.231452,upright_like
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::9->8::support_contact::4::lying_on::0,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::9->8::support_contact,clutter->kitchen cabinet,lying on,1,abstain_single_subtype_class_pair,0.888831,0.149498,0.910301,horizontal_like
official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::9->8::support_contact::4::standing_on::1,official_validation::321c8680-a5a8-2a84-85c2-816a26d59516::9->8::support_contact,clutter->kitchen cabinet,standing on,0,abstain_single_subtype_class_pair,0.888831,0.149498,0.910301,horizontal_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::15->1::support_contact::0::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::15->1::support_contact,kitchen cabinet->floor,standing on,1,abstain_single_subtype_class_pair,0.598997,0.278488,0.776646,horizontal_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::15->1::support_contact::0::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::15->1::support_contact,kitchen cabinet->floor,lying on,0,abstain_single_subtype_class_pair,0.598997,0.278488,0.776646,horizontal_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::16->1::support_contact::0::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::16->1::support_contact,kitchen cabinet->floor,standing on,1,abstain_single_subtype_class_pair,0.600111,0.79997,0.250022,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::16->1::support_contact::0::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::16->1::support_contact,kitchen cabinet->floor,lying on,0,abstain_single_subtype_class_pair,0.600111,0.79997,0.250022,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::2->1::support_contact::0::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::2->1::support_contact,table->floor,standing on,1,abstain_single_subtype_class_pair,0.749857,0.476422,0.49895,ambiguous_pose
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::2->1::support_contact::0::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::2->1::support_contact,table->floor,lying on,0,abstain_single_subtype_class_pair,0.749857,0.476422,0.49895,ambiguous_pose
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::22->1::support_contact::3::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::22->1::support_contact,shoe rack->floor,standing on,1,abstain_single_subtype_class_pair,0.71444,0.799179,0.222696,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::22->1::support_contact::3::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::22->1::support_contact,shoe rack->floor,lying on,0,abstain_single_subtype_class_pair,0.71444,0.799179,0.222696,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::25->1::support_contact::0::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::25->1::support_contact,object->floor,standing on,1,abstain_mixed_class_pair_overflow,0.628766,0.3883,0.579135,horizontal_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::25->1::support_contact::0::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::25->1::support_contact,object->floor,lying on,0,abstain_mixed_class_pair_overflow,0.628766,0.3883,0.579135,horizontal_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::3->1::support_contact::0::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::3->1::support_contact,chair->floor,standing on,1,abstain_single_subtype_class_pair,0.784989,0.825444,0.223049,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::3->1::support_contact::0::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::3->1::support_contact,chair->floor,lying on,0,abstain_single_subtype_class_pair,0.784989,0.825444,0.223049,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::38->1::support_contact::2::lying_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::38->1::support_contact,backpack->floor,lying on,1,abstain_single_subtype_class_pair,0.833416,0.501465,0.477016,ambiguous_pose
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::38->1::support_contact::2::standing_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::38->1::support_contact,backpack->floor,standing on,0,abstain_single_subtype_class_pair,0.833416,0.501465,0.477016,ambiguous_pose
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::4->1::support_contact::1::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::4->1::support_contact,chair->floor,standing on,1,abstain_single_subtype_class_pair,0.636184,0.843259,0.197812,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::4->1::support_contact::1::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::4->1::support_contact,chair->floor,lying on,0,abstain_single_subtype_class_pair,0.636184,0.843259,0.197812,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::47->1::support_contact::1::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::47->1::support_contact,cabinet->floor,standing on,1,abstain_single_subtype_class_pair,0.524651,0.825865,0.204229,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::47->1::support_contact::1::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::47->1::support_contact,cabinet->floor,lying on,0,abstain_single_subtype_class_pair,0.524651,0.825865,0.204229,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::5->1::support_contact::2::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::5->1::support_contact,chair->floor,standing on,1,abstain_single_subtype_class_pair,0.670743,0.835332,0.212243,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::5->1::support_contact::2::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::5->1::support_contact,chair->floor,lying on,0,abstain_single_subtype_class_pair,0.670743,0.835332,0.212243,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::53->1::support_contact::5::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::53->1::support_contact,doorframe->floor,standing on,1,abstain_single_subtype_class_pair,0.659191,0.798847,0.226463,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::53->1::support_contact::5::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::53->1::support_contact,doorframe->floor,lying on,0,abstain_single_subtype_class_pair,0.659191,0.798847,0.226463,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::58->1::support_contact::4::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::58->1::support_contact,box->floor,standing on,1,abstain_mixed_class_pair_overflow,0.656128,0.444629,0.527325,ambiguous_pose
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::58->1::support_contact::4::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::58->1::support_contact,box->floor,lying on,0,abstain_mixed_class_pair_overflow,0.656128,0.444629,0.527325,ambiguous_pose
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::6->1::support_contact::0::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::6->1::support_contact,chair->floor,standing on,1,abstain_single_subtype_class_pair,0.669021,0.832317,0.220508,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::6->1::support_contact::0::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::6->1::support_contact,chair->floor,lying on,0,abstain_single_subtype_class_pair,0.669021,0.832317,0.220508,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::61->1::support_contact::7::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::61->1::support_contact,shoes->floor,standing on,1,main_binary_mixed_class_pair,0.548941,0.133872,0.919677,horizontal_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::61->1::support_contact::7::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::61->1::support_contact,shoes->floor,lying on,0,main_binary_mixed_class_pair,0.548941,0.133872,0.919677,horizontal_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::62->1::support_contact::4::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::62->1::support_contact,doorframe->floor,standing on,1,abstain_single_subtype_class_pair,0.665248,0.784102,0.242201,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::62->1::support_contact::4::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::62->1::support_contact,doorframe->floor,lying on,0,abstain_single_subtype_class_pair,0.665248,0.784102,0.242201,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::64->1::support_contact::3::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::64->1::support_contact,doorframe->floor,standing on,1,abstain_single_subtype_class_pair,0.672283,0.814959,0.217022,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::64->1::support_contact::3::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::64->1::support_contact,doorframe->floor,lying on,0,abstain_single_subtype_class_pair,0.672283,0.814959,0.217022,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::67->40::support_contact::3::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::67->40::support_contact,coffee machine->kitchen counter,standing on,1,abstain_single_subtype_class_pair,0.462171,0.500051,0.478245,ambiguous_pose
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::67->40::support_contact::3::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::67->40::support_contact,coffee machine->kitchen counter,lying on,0,abstain_single_subtype_class_pair,0.462171,0.500051,0.478245,ambiguous_pose
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::69->17::support_contact::1::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::69->17::support_contact,item->microwave,standing on,1,abstain_single_subtype_class_pair,0.909456,0.679747,0.330113,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::69->17::support_contact::1::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::69->17::support_contact,item->microwave,lying on,0,abstain_single_subtype_class_pair,0.909456,0.679747,0.330113,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::70->17::support_contact::2::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::70->17::support_contact,item->microwave,standing on,1,abstain_single_subtype_class_pair,0.92262,0.746434,0.286917,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::70->17::support_contact::2::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::70->17::support_contact,item->microwave,lying on,0,abstain_single_subtype_class_pair,0.92262,0.746434,0.286917,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::71->17::support_contact::3::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::71->17::support_contact,item->microwave,standing on,1,abstain_single_subtype_class_pair,0.925022,0.554252,0.442124,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::71->17::support_contact::3::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::71->17::support_contact,item->microwave,lying on,0,abstain_single_subtype_class_pair,0.925022,0.554252,0.442124,upright_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::75->18::support_contact::6::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::75->18::support_contact,basket->wall,standing on,1,abstain_single_subtype_class_pair,0.449976,0.189491,0.886306,horizontal_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::75->18::support_contact::6::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::75->18::support_contact,basket->wall,lying on,0,abstain_single_subtype_class_pair,0.449976,0.189491,0.886306,horizontal_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::78->1::support_contact::4::standing_on::0,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::78->1::support_contact,object->floor,standing on,1,abstain_mixed_class_pair_overflow,0.718358,0.288332,0.753883,horizontal_like
official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::78->1::support_contact::4::lying_on::1,official_validation::38770ca1-86d7-27b8-8619-ab66f67d9adf::78->1::support_contact,object->floor,lying on,0,abstain_mixed_class_pair_overflow,0.718358,0.288332,0.753883,horizontal_like
